GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
723790	3.44e-02	1.71e-03	0.33	3.136396	1.0353701	283.21	H2AC19	H2A clustered histone 19
64856	3.44e-02	1.71e-03	0.425	-3.13599	-1.3338532	2212.51	VWA1	von Willebrand factor A domain containing 1
23190	3.48e-02	1.73e-03	0.14	3.132263	0.4399439	2995.35	UBXN4	UBX domain protein 4
8737	3.48e-02	1.74e-03	0.199	3.131757	0.6239591	1772	RIPK1	receptor interacting serine/threonine kinase 1
107987223	3.50e-02	1.75e-03	0.336	-3.129635	-1.0527072	70.2	LOC107987223	uncharacterized LOC107987223
4343	3.53e-02	1.76e-03	0.16	3.127419	0.4993485	9322.23	MOV10	Mov10 RISC complex RNA helicase
4067	3.54e-02	1.77e-03	0.214	3.125963	0.6686195	2211.38	LYN	LYN proto-oncogene, Src family tyrosine kinase
51439	3.54e-02	1.78e-03	0.404	3.125141	1.2619283	3863.53	FAM8A1	family with sequence similarity 8 member A1
84641	3.55e-02	1.78e-03	0.135	3.124419	0.4230074	1716.4	MFSD14B	major facilitator superfamily domain containing 14B
104	3.55e-02	1.79e-03	0.293	-3.123569	-0.9152207	69.65	ADARB1	adenosine deaminase RNA specific B1
11213	3.57e-02	1.80e-03	0.534	-3.121963	-1.666776	62.97	IRAK3	interleukin 1 receptor associated kinase 3
5813	3.58e-02	1.80e-03	0.174	-3.120727	-0.5444764	736.62	PURA	purine rich element binding protein A
1519	3.59e-02	1.81e-03	0.418	3.119205	1.3034436	796.03	CTSO	cathepsin O
9683	3.60e-02	1.82e-03	0.223	3.118524	0.6951617	1962.19	N4BP1	NEDD4 binding protein 1
1364	3.62e-02	1.83e-03	0.244	3.116671	0.7607641	50344.52	CLDN4	claudin 4
9462	3.62e-02	1.83e-03	0.286	3.115732	0.8907522	376	RASAL2	RAS protein activator like 2
9988	3.64e-02	1.85e-03	0.209	3.113815	0.6519157	498.77	DMTF1	cyclin D binding myb like transcription factor 1
147727	3.64e-02	1.85e-03	0.305	-3.113703	-0.9495988	89.16	ILF3-DT	ILF3 divergent transcript
101928371	3.64e-02	1.85e-03	0.211	3.112923	0.6561079	127.06	LOC101928371	uncharacterized LOC101928371
55316	3.66e-02	1.86e-03	0.244	-3.111286	-0.7583638	411	RSAD1	radical S-adenosyl methionine domain containing 1
11167	3.67e-02	1.87e-03	0.496	3.110243	1.5440351	272.17	FSTL1	follistatin like 1
80045	3.69e-02	1.89e-03	0.308	-3.107764	-0.9565158	295.24	GPR157	G protein-coupled receptor 157
3594	3.70e-02	1.89e-03	0.634	3.107048	1.969274	18.76	IL12RB1	interleukin 12 receptor subunit beta 1
112268037	3.72e-02	1.90e-03	0.3	-3.104762	-0.9309578	46.19	LOC112268037	
9416	3.72e-02	1.90e-03	0.119	3.104851	0.3704312	3005.49	DDX23	DEAD-box helicase 23
9603	3.74e-02	1.92e-03	0.246	3.102257	0.7634224	1602.92	NFE2L3	NFE2 like bZIP transcription factor 3
29128	3.74e-02	1.92e-03	0.262	3.101991	0.8117608	99.85	UHRF1	ubiquitin like with PHD and ring finger domains 1
9388	3.78e-02	1.94e-03	0.183	-3.098891	-0.5676851	817.28	LIPG	lipase G, endothelial type
29904	3.79e-02	1.95e-03	0.28	-3.097223	-0.8671317	325.67	EEF2K	eukaryotic elongation factor 2 kinase
51665	3.80e-02	1.96e-03	0.136	-3.096517	-0.4224377	319.25	ASB1	ankyrin repeat and SOCS box containing 1
161742	3.87e-02	2.00e-03	0.288	-3.090449	-0.8906894	2040.28	SPRED1	sprouty related EVH1 domain containing 1
90	3.89e-02	2.01e-03	0.199	3.088954	0.6161759	419.64	ACVR1	activin A receptor type 1
29946	3.90e-02	2.02e-03	0.169	3.087394	0.5223671	806.92	SERTAD3	SERTA domain containing 3
26091	3.90e-02	2.03e-03	0.182	3.086496	0.5618526	1427.56	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4
85395	3.90e-02	2.02e-03	0.209	-3.086783	-0.6443783	318.39	SLX9	SLX9 ribosome biogenesis factor
55257	3.91e-02	2.03e-03	0.135	-3.085246	-0.4177542	335.44	MRGBP	MRG domain binding protein
54976	3.93e-02	2.05e-03	0.319	-3.083615	-0.9848684	175.75	C20orf27	chromosome 20 open reading frame 27
2339	3.93e-02	2.05e-03	0.147	3.083077	0.4525553	748.78	FNTA	farnesyltransferase, CAAX box, alpha
51715	3.95e-02	2.06e-03	0.336	3.081709	1.0350331	82.7	RAB23	RAB23, member RAS oncogene family
32	3.95e-02	2.06e-03	0.23	-3.081336	-0.7081541	445.15	ACACB	acetyl-CoA carboxylase beta
284207	3.95e-02	2.06e-03	0.274	3.08092	0.8452011	3178.86	METRNL	meteorin like, glial cell differentiation regulator
79751	3.95e-02	2.07e-03	0.456	3.080209	1.4039177	3849.41	SLC25A22	solute carrier family 25 member 22
105372412	3.96e-02	2.08e-03	0.927	3.079221	2.8555776	10.56	LOC105372412	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like
10039	3.96e-02	2.08e-03	0.371	3.078507	1.1424887	912.58	PARP3	poly(ADP-ribose) polymerase family member 3
6566	4.01e-02	2.11e-03	0.2	-3.074419	-0.6136148	2653.4	SLC16A1	solute carrier family 16 member 1
54552	4.02e-02	2.11e-03	0.215	-3.073809	-0.6612367	637.69	GNL3L	G protein nucleolar 3 like
388	4.06e-02	2.14e-03	0.358	3.070415	1.0978094	12388.16	RHOB	ras homolog family member B
114822	4.06e-02	2.14e-03	0.28	-3.069975	-0.8598386	332.38	RHPN1	rhophilin Rho GTPase binding protein 1
25893	4.07e-02	2.15e-03	0.578	3.069006	1.7737385	46.27	TRIM58	tripartite motif containing 58
51200	4.08e-02	2.16e-03	0.862	3.067935	2.6452897	14.41	CPA4	carboxypeptidase A4
5296	4.08e-02	2.16e-03	0.32	-3.066991	-0.9810175	3403	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2
27113	4.08e-02	2.16e-03	0.336	3.06696	1.0294796	2783.59	BBC3	BCL2 binding component 3
55502	4.12e-02	2.19e-03	0.248	-3.063759	-0.7602076	839.24	HES6	hes family bHLH transcription factor 6
51479	4.12e-02	2.19e-03	0.208	3.063117	0.6366956	1719.02	ANKFY1	ankyrin repeat and FYVE domain containing 1
7057	4.14e-02	2.20e-03	0.319	3.061316	0.9764204	11014.02	THBS1	thrombospondin 1
4690	4.19e-02	2.23e-03	0.152	3.057613	0.4645154	939.39	NCK1	NCK adaptor protein 1
79680	4.20e-02	2.24e-03	0.165	-3.056557	-0.5040369	358.84	RTL10	retrotransposon Gag like 10
23457	4.21e-02	2.25e-03	0.34	-3.055323	-1.0383216	214.04	ABCB9	ATP binding cassette subfamily B member 9
26092	4.27e-02	2.28e-03	0.22	3.050744	0.6715754	562.05	TOR1AIP1	torsin 1A interacting protein 1
6289	4.29e-02	2.29e-03	0.656	3.049189	2.000239	217.68	SAA2	serum amyloid A2
9989	4.29e-02	2.30e-03	0.166	3.048664	0.5063896	2000.66	PPP4R1	protein phosphatase 4 regulatory subunit 1
9478	4.30e-02	2.31e-03	0.555	-3.047426	-1.6899745	106.89	CABP1	calcium binding protein 1
376497	4.30e-02	2.31e-03	0.332	-3.047586	-1.0108185	393.65	SLC27A1	solute carrier family 27 member 1
51030	4.31e-02	2.32e-03	0.151	3.046299	0.4610993	993.32	TVP23B	trans-golgi network vesicle protein 23 homolog B
51093	4.31e-02	2.32e-03	0.139	-3.04525	-0.4223707	426.58	METTL25B	methyltransferase like 25B
43	4.31e-02	2.33e-03	0.412	3.04511	1.2560564	7649.8	ACHE	acetylcholinesterase (Cartwright blood group)
440482	4.31e-02	2.32e-03	0.786	3.045641	2.3944581	131.9	ANKRD20A5P	ankyrin repeat domain 20 family member A5, pseudogene
105378662	4.37e-02	2.36e-03	0.231	-3.040777	-0.7035887	128.55	LOC105378662	uncharacterized LOC105378662
9392	4.39e-02	2.37e-03	0.14	-3.038883	-0.4262297	577.34	TGFBRAP1	transforming growth factor beta receptor associated protein 1
23332	4.39e-02	2.38e-03	0.138	3.038299	0.4196345	698.07	CLASP1	cytoplasmic linker associated protein 1
23086	4.41e-02	2.39e-03	0.427	-3.036459	-1.2972028	192.33	EXPH5	exophilin 5
64207	4.42e-02	2.40e-03	0.229	-3.036053	-0.6962528	590.23	IRF2BPL	interferon regulatory factor 2 binding protein like
65056	4.50e-02	2.44e-03	0.197	3.030117	0.5963819	1696.6	GPBP1	GC-rich promoter binding protein 1
2060	4.57e-02	2.49e-03	0.134	3.024799	0.4045053	1019.21	EPS15	epidermal growth factor receptor pathway substrate 15
57728	4.59e-02	2.51e-03	0.326	3.022709	0.985055	54.15	WDR19	WD repeat domain 19
199786	4.59e-02	2.51e-03	0.293	-3.0227	-0.8867789	66.13	NIBAN3	niban apoptosis regulator 3
107986003	4.61e-02	2.52e-03	0.289	-3.021503	-0.8719262	48.58	LOC107986003	uncharacterized LOC107986003
11177	4.62e-02	2.52e-03	0.204	3.020456	0.6169843	1895.32	BAZ1A	bromodomain adjacent to zinc finger domain 1A
92797	4.66e-02	2.55e-03	0.622	3.016945	1.8779499	38.01	HELB	DNA helicase B
112268457	4.68e-02	2.57e-03	0.534	3.014884	1.610357	37.43	LOC112268457	
80164	4.68e-02	2.57e-03	0.889	-3.015041	-2.6815222	27.31	PRR36	proline rich 36
51014	4.70e-02	2.58e-03	0.128	3.013721	0.3854372	2092.51	TMED7	transmembrane p24 trafficking protein 7
9589	4.70e-02	2.58e-03	0.16	3.013286	0.482699	1115.75	WTAP	WT1 associated protein
162394	4.73e-02	2.61e-03	0.535	3.010703	1.611609	790	SLFN5	schlafen family member 5
84875	4.74e-02	2.61e-03	0.221	3.010157	0.6657592	2223.75	PARP10	poly(ADP-ribose) polymerase family member 10
1111	4.74e-02	2.62e-03	0.322	-3.009496	-0.9683399	319.44	CHEK1	checkpoint kinase 1
2274	4.75e-02	2.63e-03	0.185	3.008195	0.5579613	5347.59	FHL2	four and a half LIM domains 2
105372481	4.75e-02	2.63e-03	0.247	3.008346	0.7435836	276.24	ERVK3-1	endogenous retrovirus group K3 member 1
23071	4.78e-02	2.65e-03	0.14	3.006039	0.4201352	1707.98	ERP44	endoplasmic reticulum protein 44
5899	4.80e-02	2.66e-03	0.253	3.004261	0.7612539	4440.26	RALB	RAS like proto-oncogene B
7074	4.80e-02	2.67e-03	0.581	3.00332	1.7434877	46.39	TIAM1	TIAM Rac1 associated GEF 1
94122	4.80e-02	2.67e-03	0.35	-3.003414	-1.0501819	382.19	SYTL5	synaptotagmin like 5
100533496	4.81e-02	2.68e-03	0.256	3.002611	0.7688144	84.93	TVP23C-CDRT4	TVP23C-CDRT4 readthrough
10611	4.81e-02	2.68e-03	0.226	3.001928	0.6775894	5591.84	PDLIM5	PDZ and LIM domain 5
150223	4.84e-02	2.70e-03	0.194	-3.000134	-0.5814012	650.63	YDJC	YdjC chitooligosaccharide deacetylase homolog
105372579	4.85e-02	2.71e-03	0.356	-2.999085	-1.0676602	41.92	LOC105372579	uncharacterized LOC105372579
9185	4.85e-02	2.71e-03	0.317	-2.998905	-0.9492401	122.4	REPS2	RALBP1 associated Eps domain containing 2
58533	4.85e-02	2.72e-03	0.159	2.99801	0.477345	2259.36	SNX6	sorting nexin 6
340654	4.86e-02	2.72e-03	0.266	2.997262	0.7976206	64.83	LIPM	lipase family member M
10403	4.87e-02	2.73e-03	0.508	2.996329	1.5233546	22.15	NDC80	NDC80 kinetochore complex component
4133	4.88e-02	2.74e-03	0.743	2.995092	2.2248475	27.09	MAP2	microtubule associated protein 2
1316	4.91e-02	2.76e-03	0.276	2.993002	0.8248689	11506.1	KLF6	KLF transcription factor 6
55707	4.92e-02	2.77e-03	0.208	2.992078	0.6236211	2178.96	NECAP2	NECAP endocytosis associated 2
22872	4.97e-02	2.81e-03	0.121	2.98771	0.3602851	2975.63	SEC31A	SEC31 homolog A, COPII coat complex component
7407	4.97e-02	2.81e-03	0.228	-2.987994	-0.6799385	1690.49	VARS1	valyl-tRNA synthetase 1
282679	4.97e-02	2.81e-03	0.366	2.98776	1.0936163	379.68	AQP11	aquaporin 11
64841	4.97e-02	2.81e-03	0.216	-2.987575	-0.6450412	666.23	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1
2622	4.98e-02	2.82e-03	0.168	2.986682	0.5012904	328.67	GAS8	growth arrest specific 8
6369	5.03e-02	2.86e-03	0.542	-2.982736	-1.6154389	300.96	CCL24	C-C motif chemokine ligand 24
84124	5.03e-02	2.86e-03	0.19	2.982681	0.566682	566	ZNF394	zinc finger protein 394
53832	5.05e-02	2.87e-03	0.405	-2.98158	-1.2069708	284.4	IL20RA	interleukin 20 receptor subunit alpha
387680	5.09e-02	2.90e-03	0.24	2.978488	0.7146289	1619.55	WASHC2A	WASH complex subunit 2A
1847	5.09e-02	2.89e-03	0.333	2.978714	0.990593	11433.95	DUSP5	dual specificity phosphatase 5
8615	5.10e-02	2.91e-03	0.118	2.977525	0.3518029	2535.67	USO1	USO1 vesicle transport factor
26507	5.16e-02	2.94e-03	0.41	-2.973458	-1.2178966	120.27	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1
80758	5.16e-02	2.95e-03	0.421	-2.973053	-1.2512496	167.32	PRR7	proline rich 7, synaptic
4646	5.17e-02	2.96e-03	0.188	2.971926	0.5584644	5992.75	MYO6	myosin VI
197335	5.18e-02	2.96e-03	0.24	-2.971393	-0.7127087	544.16	WDR90	WD repeat domain 90
8558	5.18e-02	2.97e-03	0.198	-2.970628	-0.5875753	1110.05	CDK10	cyclin dependent kinase 10
105372165	5.20e-02	2.98e-03	0.343	2.96943	1.0185434	51.48	LOC105372165	uncharacterized LOC105372165
105375172	5.22e-02	3.00e-03	0.521	-2.967591	-1.5474676	41.4	LOC105375172	uncharacterized LOC105375172
400818	5.22e-02	3.01e-03	0.323	-2.967107	-0.9579313	97.57	NBPF9	NBPF member 9
139324	5.22e-02	3.01e-03	0.328	2.96687	0.9738396	33.58	HDX	highly divergent homeobox
105377663	5.22e-02	3.01e-03	0.462	2.966449	1.370217	25.14	LOC105377663	uncharacterized LOC105377663
56893	5.23e-02	3.02e-03	0.23	-2.965497	-0.681923	751.64	UBQLN4	ubiquilin 4
4488	5.28e-02	3.05e-03	0.327	2.962602	0.967952	260.06	MSX2	msh homeobox 2
169200	5.28e-02	3.06e-03	0.277	-2.962061	-0.8198023	308.15	TMEM64	transmembrane protein 64
11117	5.29e-02	3.06e-03	0.561	-2.961154	-1.6619777	12.48	EMILIN1	elastin microfibril interfacer 1
2531	5.33e-02	3.09e-03	0.202	2.95834	0.5985769	605.21	KDSR	3-ketodihydrosphingosine reductase
1154	5.42e-02	3.15e-03	0.359	-2.952816	-1.0600017	88.44	CISH	cytokine inducible SH2 containing protein
112268313	5.44e-02	3.16e-03	0.706	2.951547	2.0828531	695.48	LOC112268313	
10420	5.44e-02	3.17e-03	0.246	2.951046	0.7264641	228.3	TESK2	testis associated actin remodelling kinase 2
9175	5.48e-02	3.19e-03	0.205	2.948387	0.6054571	1592.19	MAP3K13	mitogen-activated protein kinase kinase kinase 13
1506	5.49e-02	3.20e-03	0.372	2.94786	1.096981	43.24	CTRL	chymotrypsin like
3309	5.49e-02	3.21e-03	0.169	2.946759	0.4979091	10019.96	HSPA5	heat shock protein family A (Hsp70) member 5
10743	5.49e-02	3.21e-03	0.184	-2.946819	-0.5408181	1589.2	RAI1	retinoic acid induced 1
7498	5.50e-02	3.22e-03	0.515	2.946336	1.5169272	3841.84	XDH	xanthine dehydrogenase
255809	5.53e-02	3.24e-03	0.655	2.944326	1.927373	12.19	C19orf38	chromosome 19 open reading frame 38
11005	5.57e-02	3.27e-03	0.484	-2.94148	-1.4225744	252.46	SPINK5	serine peptidase inhibitor Kazal type 5
9829	5.58e-02	3.28e-03	0.942	2.940641	2.770601	38.04	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6
339453	5.61e-02	3.30e-03	0.684	-2.938607	-2.0090915	19.19	TMEM240	transmembrane protein 240
5104	5.64e-02	3.32e-03	0.478	-2.936601	-1.4032092	23.17	SERPINA5	serpin family A member 5
56985	5.64e-02	3.32e-03	0.28	2.936171	0.8231638	85.48	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
108903150	5.64e-02	3.32e-03	0.22	2.936344	0.6452335	314.06	ZNF8-ERVK3-1	ZNF8-ERVK3-1 readthrough
57121	5.65e-02	3.33e-03	0.234	-2.935209	-0.6877208	640.22	LPAR5	lysophosphatidic acid receptor 5
4780	5.65e-02	3.34e-03	0.122	2.934566	0.3588605	1809.72	NFE2L2	NFE2 like bZIP transcription factor 2
604	5.65e-02	3.35e-03	0.206	2.933889	0.6038225	314.45	BCL6	BCL6 transcription repressor
440073	5.65e-02	3.34e-03	0.806	2.934157	2.3654938	14.29	IQSEC3	IQ motif and Sec7 domain ArfGEF 3
5936	5.73e-02	3.40e-03	0.135	2.929468	0.3968667	1034.52	RBM4	RNA binding motif protein 4
115703	5.78e-02	3.43e-03	0.498	-2.926526	-1.4584755	18.75	ARHGAP33	Rho GTPase activating protein 33
5898	5.80e-02	3.45e-03	0.194	2.924898	0.5661161	1681.17	RALA	RAS like proto-oncogene A
200879	5.81e-02	3.45e-03	0.219	2.924115	0.639004	8089.41	LIPH	lipase H
25956	5.81e-02	3.46e-03	0.4	-2.923837	-1.1681386	33.29	SEC31B	SEC31 homolog B, COPII coat complex component
3174	5.84e-02	3.48e-03	0.258	2.921751	0.7532232	3215	HNF4G	hepatocyte nuclear factor 4 gamma
4007	5.84e-02	3.49e-03	0.238	-2.921262	-0.6953494	314.5	PRICKLE3	prickle planar cell polarity protein 3
284023	5.89e-02	3.52e-03	0.595	-2.918634	-1.7358964	30.73	RNF227	ring finger protein 227
3664	5.89e-02	3.52e-03	0.186	2.91799	0.5431253	4228.73	IRF6	interferon regulatory factor 6
10153	5.90e-02	3.53e-03	0.185	-2.916966	-0.5398065	628.36	CEBPZ	CCAAT enhancer binding protein zeta
149371	5.91e-02	3.55e-03	0.121	2.915755	0.3531438	496.11	EXOC8	exocyst complex component 8
2241	5.91e-02	3.54e-03	0.176	2.916306	0.5133864	156.45	FER	FER tyrosine kinase
3013	5.91e-02	3.55e-03	0.455	2.915825	1.3255968	36.41	H2AC7	H2A clustered histone 7
51247	5.91e-02	3.56e-03	0.19	2.915165	0.5536031	670.41	PAIP2	poly(A) binding protein interacting protein 2
2261	5.94e-02	3.57e-03	0.321	-2.913445	-0.9360518	1845.08	FGFR3	fibroblast growth factor receptor 3
55763	5.95e-02	3.59e-03	0.155	2.912429	0.4524386	937.97	EXOC1	exocyst complex component 1
89870	5.95e-02	3.59e-03	0.43	2.912284	1.2517246	3077.65	TRIM15	tripartite motif containing 15
65998	5.97e-02	3.60e-03	0.321	-2.910866	-0.9347548	171.03	ZFTA	zinc finger translocation associated
51195	5.98e-02	3.62e-03	0.231	-2.909857	-0.6709951	2337.71	RAPGEFL1	Rap guanine nucleotide exchange factor like 1
55809	5.98e-02	3.62e-03	0.464	-2.909417	-1.3491343	321.26	TRERF1	transcriptional regulating factor 1
100128553	6.04e-02	3.66e-03	0.237	2.906393	0.6878081	178.25	CTAGE4	CTAGE family member 4
65996	6.09e-02	3.69e-03	0.236	-2.903402	-0.6865508	466.63	CENPBD2P	CENPB DNA-binding domains containing 2, pseudogene
11189	6.10e-02	3.71e-03	0.191	-2.902119	-0.5554628	163.75	CELF3	CUGBP Elav-like family member 3
105747689	6.10e-02	3.71e-03	0.528	2.901951	1.5324936	28.05	NABP1-OT1	replaced by ID 64859
83693	6.11e-02	3.72e-03	0.216	2.90122	0.6256979	303.51	HSDL1	hydroxysteroid dehydrogenase like 1
79934	6.14e-02	3.74e-03	0.176	2.899547	0.5102949	539.87	COQ8B	coenzyme Q8B
79853	6.14e-02	3.74e-03	0.242	2.899157	0.7004797	11585.91	TM4SF20	transmembrane 4 L six family member 20
128486	6.16e-02	3.76e-03	0.231	-2.897725	-0.6685563	240.72	FITM2	fat storage inducing transmembrane protein 2
57018	6.18e-02	3.78e-03	0.346	2.896334	1.001836	1517.75	CCNL1	cyclin L1
23149	6.18e-02	3.78e-03	0.387	-2.895838	-1.1207762	93.55	FCHO1	FCH and mu domain containing endocytic adaptor 1
55748	6.20e-02	3.80e-03	0.284	2.894623	0.822537	4435.44	CNDP2	carnosine dipeptidase 2
84236	6.21e-02	3.82e-03	0.178	2.89278	0.5160367	662.57	RHBDD1	rhomboid domain containing 1
100131017	6.21e-02	3.82e-03	0.19	-2.892907	-0.5503795	928.41	ZNF316	zinc finger protein 316
286257	6.21e-02	3.82e-03	0.247	-2.892951	-0.7137574	219.26	PAXX	PAXX non-homologous end joining factor
55847	6.21e-02	3.81e-03	0.19	-2.893511	-0.5491832	249.5	CISD1	CDGSH iron sulfur domain 1
126306	6.21e-02	3.82e-03	0.428	2.89239	1.2373462	43.54	JSRP1	junctional sarcoplasmic reticulum protein 1
5166	6.21e-02	3.83e-03	0.331	2.891936	0.9579052	601.13	PDK4	pyruvate dehydrogenase kinase 4
5029	6.22e-02	3.84e-03	0.344	-2.891075	-0.9959368	1328.69	P2RY2	purinergic receptor P2Y2
4585	6.23e-02	3.84e-03	0.624	2.890642	1.8044163	3234.74	MUC4	mucin 4, cell surface associated
55311	6.26e-02	3.87e-03	0.337	-2.888622	-0.9747752	990.33	ZNF444	zinc finger protein 444
2820	6.28e-02	3.89e-03	0.237	2.886698	0.6839027	2669.16	GPD2	glycerol-3-phosphate dehydrogenase 2
57551	6.28e-02	3.89e-03	0.126	2.88658	0.3651397	1465.29	TAOK1	TAO kinase 1
6510	6.28e-02	3.89e-03	0.283	-2.886971	-0.8184447	2291.91	SLC1A5	solute carrier family 1 member 5
54331	6.29e-02	3.90e-03	0.573	-2.885986	-1.6547443	63.42	GNG2	G protein subunit gamma 2
8725	6.29e-02	3.91e-03	0.149	-2.885683	-0.4299528	720.68	URI1	URI1 prefoldin like chaperone
3310	6.30e-02	3.92e-03	0.876	2.884821	2.5272697	84.81	HSPA6	heat shock protein family A (Hsp70) member 6
2920	6.31e-02	3.93e-03	0.413	2.883939	1.1912534	614.25	CXCL2	C-X-C motif chemokine ligand 2
54522	6.33e-02	3.94e-03	0.379	-2.88256	-1.0936642	48.05	ANKRD16	ankyrin repeat domain 16
55922	6.33e-02	3.95e-03	0.259	-2.882071	-0.7468702	178.7	NKRF	NFKB repressing factor
123263	6.35e-02	3.97e-03	0.19	-2.880733	-0.5473288	231.49	MTFMT	mitochondrial methionyl-tRNA formyltransferase
284076	6.35e-02	3.96e-03	0.546	2.880933	1.5721474	20.67	TTLL6	tubulin tyrosine ligase like 6
2247	6.35e-02	3.98e-03	0.368	2.879872	1.0595729	169.2	FGF2	fibroblast growth factor 2
203228	6.35e-02	3.98e-03	0.218	2.87954	0.6284146	123.86	C9orf72	C9orf72-SMCR8 complex subunit
9267	6.35e-02	3.98e-03	0.193	2.879509	0.5547576	1339.91	CYTH1	cytohesin 1
8507	6.37e-02	4.00e-03	0.285	2.878067	0.8207745	2282.36	ENC1	ectodermal-neural cortex 1
150864	6.38e-02	4.01e-03	0.26	2.877206	0.7492189	420.2	FAM117B	family with sequence similarity 117 member B
84955	6.41e-02	4.03e-03	0.374	2.87572	1.0757562	200.98	NUDCD1	NudC domain containing 1
100874006	6.44e-02	4.06e-03	0.392	-2.873536	-1.1250005	57.86	TTC3-AS1	TTC3 antisense RNA 1
103091866	6.45e-02	4.07e-03	0.475	2.872633	1.3639806	106.94	LINC01145	long intergenic non-protein coding RNA 1145
2766	6.45e-02	4.08e-03	0.279	2.87225	0.8016996	176.75	GMPR	guanosine monophosphate reductase
7067	6.45e-02	4.07e-03	0.192	-2.872516	-0.5517595	1021.59	THRA	thyroid hormone receptor alpha
55791	6.51e-02	4.12e-03	0.195	2.869206	0.5607832	327.19	LRIF1	ligand dependent nuclear receptor interacting factor 1
113402	6.54e-02	4.14e-03	0.136	2.867373	0.3903929	1067.52	SFT2D1	SFT2 domain containing 1
5423	6.56e-02	4.16e-03	0.305	2.866111	0.8732138	179.32	POLB	DNA polymerase beta
84273	6.56e-02	4.16e-03	0.189	-2.865745	-0.5420928	485.04	NOA1	nitric oxide associated 1
4173	6.57e-02	4.18e-03	0.238	-2.864046	-0.6818357	205.8	MCM4	minichromosome maintenance complex component 4
330	6.57e-02	4.18e-03	0.395	2.864399	1.1301303	12313.71	BIRC3	baculoviral IAP repeat containing 3
9274	6.57e-02	4.18e-03	0.178	-2.864356	-0.5099852	258.85	BCL7C	BAF chromatin remodeling complex subunit BCL7C
100287290	6.57e-02	4.19e-03	0.318	2.863705	0.9112764	345.44	LOC100287290	uncharacterized LOC100287290
285343	6.58e-02	4.20e-03	0.279	2.863107	0.7985609	535.95	TCAIM	T cell activation inhibitor, mitochondrial
84948	6.62e-02	4.23e-03	0.254	-2.860734	-0.7258648	496.17	TIGD5	tigger transposable element derived 5
3021	6.63e-02	4.23e-03	0.211	2.860164	0.6030305	7405.82	H3-3B	H3.3 histone B
8837	6.65e-02	4.26e-03	0.199	2.858261	0.5679828	7510.04	CFLAR	CASP8 and FADD like apoptosis regulator
728294	6.65e-02	4.26e-03	0.243	-2.85849	-0.6940978	731.54	D2HGDH	D-2-hydroxyglutarate dehydrogenase
196527	6.71e-02	4.30e-03	0.174	-2.855488	-0.4967023	1404.36	ANO6	anoctamin 6
81609	6.71e-02	4.31e-03	0.179	-2.8544	-0.5099669	663.18	SNX27	sorting nexin 27
283254	6.71e-02	4.32e-03	0.195	2.853823	0.5569077	239.62	HARBI1	harbinger transposase derived 1
5684	6.71e-02	4.32e-03	0.209	2.854138	0.59624	980.64	PSMA3	proteasome 20S subunit alpha 3
283870	6.71e-02	4.31e-03	0.378	-2.854303	-1.0795164	36.99	BRICD5	BRICHOS domain containing 5
92092	6.72e-02	4.33e-03	0.488	-2.853179	-1.3933375	77.5	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like
196883	6.75e-02	4.35e-03	0.414	2.851259	1.1815468	55.3	ADCY4	adenylate cyclase 4
7083	6.75e-02	4.36e-03	0.367	-2.851083	-1.0452878	129.61	TK1	thymidine kinase 1
1200	6.81e-02	4.40e-03	0.102	2.847752	0.2917748	3576.3	TPP1	tripeptidyl peptidase 1
192111	6.81e-02	4.40e-03	0.223	-2.847737	-0.6347418	985.44	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase
728034	6.81e-02	4.41e-03	0.279	2.847337	0.7951065	93.55	BMS1P23	BMS1 pseudogene 23
9922	6.82e-02	4.43e-03	0.278	-2.846077	-0.7902937	362.54	IQSEC1	IQ motif and Sec7 domain ArfGEF 1
79035	6.82e-02	4.42e-03	0.232	-2.846222	-0.6602277	379.27	NABP2	nucleic acid binding protein 2
27125	6.86e-02	4.45e-03	0.164	2.844221	0.467435	3847.39	AFF4	ALF transcription elongation factor 4
956	6.88e-02	4.47e-03	0.772	2.842998	2.1937174	20.94	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3
26959	6.92e-02	4.50e-03	0.205	2.840735	0.5824133	1601.62	HBP1	HMG-box transcription factor 1
3663	6.92e-02	4.51e-03	0.268	-2.840168	-0.7613359	230.32	IRF5	interferon regulatory factor 5
117145	6.93e-02	4.52e-03	0.254	-2.839596	-0.7214661	323.7	THEM4	thioesterase superfamily member 4
58473	6.97e-02	4.55e-03	0.345	-2.837605	-0.9784078	67.38	PLEKHB1	pleckstrin homology domain containing B1
10179	6.98e-02	4.56e-03	0.157	2.836728	0.4462562	571.07	RBM7	RNA binding motif protein 7
116447	6.98e-02	4.56e-03	0.27	-2.836342	-0.7671413	109.24	TOP1MT	DNA topoisomerase I mitochondrial
